# 2018-05-16
# random number seed: 1
# infinite alleles model
# popsize_multiplier_list=[1]
# N_list=[10]
# ngens=5
# burn_in=2.0
# dfe=dfemod
# dfe_str=dfe_mod fit_inc: 1.2
type,N,N_mu,mean_fitness,expected_richness,average_richness,stderr_richness,expected_w_heteroz,w_heteroz,stderr_heteroz,IQV,stderr_IQV
MD,10,2.0,1.0919999999999999,5.387201687201687,4.0,0.31622776601683794,0.8,0.592,0.0233238075793812,0.796,0.015253414918196477
