# 2018-05-14
# infinite_sites_model
# N_list="[100, 200]"
# mu_list="[0.01, 0.02]"
# ngens=1000
# dfe=dfe_neutral
# dfe_str=dfe_neutral
type,N,mu,num_extinct,num_fixed,num_adv_fixed,num_del_fixed,fraction_fixed,ave_extinct_time,ave_fixed_time,ave_extinct_selcoef,ave_fixed_selcoef,ave_all_selcoef,ave_innov_count,stderr_innov_count,ave_heteroz,stderr_heteroz
N,100,0.01,1010,9,0,0,0.008832188420019628,7.735643564356436,202.11111111111111,1.0,1.0,1.0,16.73786498920289,0.0020846222671307545,0.1801379213219422,1.5121910475854852e-5
N,200,0.01,2036,14,0,0,0.006829268292682927,8.607072691552062,390.35714285714283,1.0,1.0,1.0,37.783817245097644,0.0020591326665383427,0.1735480590279164,6.901111960419209e-6
N,100,0.02,2001,26,0,0,0.012826837691169216,7.172413793103448,181.03846153846155,1.0,1.0,1.0,19.24357393531253,0.00119656233857509,0.18349670871668547,7.820735941740047e-6
N,200,0.02,3897,19,0,0,0.004851889683350358,9.306902745701821,446.1578947368421,1.0,1.0,1.0,34.26104557971313,0.0009549946702851673,0.17593960277012644,3.5630924774566032e-6
