# 2018-05-14
# infinite alleles model
# popsize_multiplier_list=[1]
# N_list=[10]
# ngens=5
# burn_in=2.0
# dfe=dfemod
# dfe_str=dfe_mod fit_inc: 1.2
type,N,N_mu,mean_fitness,expected_richness,average_richness,stderr_richness,expected_w_heteroz,w_heteroz,stderr_heteroz,IQV,stderr_IQV
MD,10,2.0,1.004,5.387201687201687,5.0,0.6324555320336759,0.8,0.724,0.042142615011410915,0.9199999999999999,0.019748417658132095
