# 2017-09-13
# infinite_sites_model
# N_list="[25,50,100,200,400,800,1600,3200,6400]"
# mu_list="[0.01]"
# ngens=50000
# dfe=dfefixed
# dfe_str=dfe_fixed s = -0.01
type,N,mu,num_extinct,num_fixed,num_adv_fixed,num_del_fixed,fraction_fixed,ave_extinct_time,ave_fixed_time,ave_extinct_selcoef,ave_fixed_selcoef,ave_all_selcoef,ave_innov_count,stderr_innov_count,ave_heteroz,stderr_heteroz
S1,25,0.01,12315,307,0,307,0.024322611313579465,5.637921234267154,51.33224755700326,0.9899999999998198,0.9900000000000043,0.9899999999998189,6.009262667157404,6.101354481941131e-5,0.2512172085224715,1.5780693475590198e-6
S1,50,0.01,24776,105,0,105,0.004220087617057193,7.099652889893445,122.36190476190477,0.9900000000004046,0.9899999999999984,0.9900000000004097,9.30366989655011,5.092250630245178e-5,0.20822590460137927,7.611394378629272e-7
S1,100,0.01,50092,5,0,5,9.980637563127532e-5,7.636109558412521,155.8,0.989999999999775,0.99,0.9899999999997747,11.738663633175198,3.725418096185475e-5,0.15507957977220152,3.5277143534304365e-7
S1,200,0.01,100498,0,0,0,0.0,7.341230671257139,-1.0,0.9900000000013492,-1.0,0.9900000000013492,11.858438201215112,2.1940035560475378e-5,0.09464030899097942,1.3970451893778116e-7
S1,400,0.01,199361,0,0,0,0.0,7.22541018554281,-1.0,0.98999999999839,-1.0,0.98999999999839,12.141346094036807,1.205429144248209e-5,0.053979930667844886,4.721968394160449e-8
S1,800,0.01,399371,0,0,0,0.0,7.210706335712908,-1.0,0.9899999999945323,-1.0,0.9899999999945323,12.278217191330107,6.28587047540874e-6,0.028896750451373982,1.3793188936185023e-8
S1,1600,0.01,798698,0,0,0,0.0,7.172645981334622,-1.0,0.9899999999926096,-1.0,0.9899999999926096,12.399347619202276,3.2746738730982285e-6,0.015022114557154801,3.821176118841046e-9
S1,3200,0.01,1599334,0,0,0,0.0,7.205486158613523,-1.0,0.989999999991647,-1.0,0.989999999991647,12.40768729664529,1.6442427703216898e-6,0.00763379733814929,9.913764443349713e-10
S1,6400,0.01,3201931,0,0,0,0.0,7.161271120458249,-1.0,0.9900000000699608,-1.0,0.9900000000699608,12.355552522217447,8.303655463716465e-7,0.0038306655875828166,2.5479308690375204e-10
