# 2017-08-13
# infinite alleles model
# popsize_multiplier_list=[1]
# N_list=[25,50,100,200,400,800,1600,3200,6400]
# ngens=400000
# burn_in=2.0
# dfe=dfe_disadv
# dfe_str=dfe_disadv alpha_disadv=0.2 beta_disadv=0.5
# dfe_disadv_alpha=0.2
# dfe_disadv_beta=0.5
type,N,N_mu,expected_richness,average_richness,stderr_richness,expected_w_heteroz,w_heteroz,stderr_heteroz,IQV,stderr_IQV
D5,25,0.5,3.8159581777535068,3.111035,0.002068003569516845,0.5,0.4072479120011049,0.00035827317014216706,0.5987411151181403,0.00047585362056497624
D5,50,0.5,4.499205338329423,3.528605,0.0023359485282377942,0.5,0.396242064000187,0.00035367711382043284,0.5564292526759687,0.0004565223880543833
D5,100,0.5,5.187377517639621,3.890105,0.002557755183303602,0.5,0.3743852565001532,0.00035290004528600044,0.5082662742950012,0.0004495889694367862
D5,200,0.5,5.878030948121446,4.19267,0.0027366406232376865,0.5,0.3417558303753835,0.00035187243323113427,0.4522178064472681,0.00044340984801165864
D5,400,0.5,6.5699296911765055,4.4898875,0.0028881767946703617,0.5,0.3228438755000086,0.0003492062623169109,0.4192123520502392,0.00043823680649392264
D5,800,0.5,7.2624522623611485,4.7849175,0.0030015042175638032,0.5,0.30704232878911586,0.0003484168625303122,0.391615201297521,0.0004326412457049559
D5,1600,0.5,7.955287040577324,4.9714525,0.003104217766367115,0.5,0.27165280816403425,0.00033214135117955895,0.3437562478239498,0.00041295382666597366
D5,3200,0.5,8.648277995551316,4.989335,0.0031441557465758437,0.5,0.227227569232885,0.0003278155667167979,0.2858510964785068,0.00040819565228152955
D5,6400,0.5,9.341347057214758,5.1443825,0.0031320484524593713,0.5,0.2221559322283867,0.0003273375755163783,0.27794299917332316,0.0004049123945024857
D5,25,1.0,5.708839432430091,4.627295,0.0025472080162619614,0.6666666666666667,0.5765438000003181,0.000295529011570307,0.7491694857194995,0.00032564498520676967
D5,50,1.0,7.037626362933359,5.5439225,0.0029988246893338354,0.6666666666666667,0.5749740280000444,0.00029542382692307543,0.7123652052878879,0.00032460368736867757
D5,100,1.0,8.39455701547726,6.343105,0.003390044413933295,0.6666666666666667,0.5541349665000217,0.00030349340624312915,0.6660669187974015,0.0003348826033097106
D5,200,1.0,9.76601214499911,7.0974275,0.003694334862446088,0.6666666666666667,0.534094627750034,0.00031121843758099676,0.6279068933521555,0.00034461668140053155
D5,400,1.0,11.144846913525079,7.63949,0.003906573882963017,0.6666666666666667,0.49436103674999954,0.0003308285443630161,0.572998056573894,0.0003680719987176173
D5,800,1.0,12.527401403623669,8.17496,0.004090220265554724,0.6666666666666667,0.46776112842189677,0.00033476672794227104,0.5364434592200541,0.00037220004618218107
D5,1600,1.0,13.911823300392623,8.40779,0.004252324481434682,0.6666666666666667,0.39206821437500594,0.00035632646544505784,0.44669690482927144,0.00039736813835026185
D5,3200,1.0,15.297180795851219,9.0306875,0.004296460530749945,0.6666666666666667,0.4092866262587779,0.00033219920855816437,0.4630250515804684,0.00036990223825914806
D5,6400,1.0,16.68300656560909,9.26575,0.004478492211222568,0.6666666666666667,0.35223264472548244,0.00034453196676223073,0.3964537141277757,0.0003842176505177832
D5,25,2.0,8.37535082253214,6.837545,0.0029361931110729864,0.8,0.7252890159998338,0.00019412097155524475,0.8585378830416208,0.00018607626433309063
D5,50,2.0,10.89431416756967,8.67802,0.003632888684463161,0.8,0.7319582759999889,0.00019389333915918917,0.8334269287782189,0.00019289006761777442
D5,100,2.0,13.533831335352,10.4270475,0.0042490972534090145,0.8,0.722441080500003,0.0002017556743195535,0.8034927429409648,0.00020565817712486426
D5,200,2.0,16.238197370360428,11.997925,0.0047910864239972,0.8,0.6999136279999968,0.00022015552255272053,0.7667640424309716,0.00022795662308477388
D5,400,2.0,18.976236300785686,13.3807825,0.005156094397168069,0.8,0.6749681255312401,0.0002338185111700604,0.7319564755022788,0.00024445083277200983
D5,800,2.0,21.731438325135873,14.4737475,0.0055054044165078215,0.8,0.6428159521562644,0.0002529504867559233,0.6924848499676762,0.00026555920549414265
D5,1600,2.0,24.495305467625887,15.5597675,0.005777906461285703,0.8,0.6215340489101536,0.0002619831511255018,0.6658283920139149,0.0002753547873305096
D5,3200,2.0,27.26352630682967,16.4694875,0.006039191886995803,0.8,0.5766863517509699,0.00028171005024404987,0.6152479680181553,0.0002962812835534364
D5,6400,2.0,30.03392930980186,17.28764,0.0061958477262859385,0.8,0.5413696031155995,0.00030415435942253796,0.5755833101128448,0.0003203488146417943
D5,25,4.0,11.725104420635022,9.6470025,0.0031185072511063817,0.8888888888888888,0.8274035279998934,0.00010475174233009204,0.927261061569833,9.184586917465847e-5
D5,50,4.0,16.289248572601682,13.1933175,0.004181594591159895,0.8888888888888888,0.8433874479999094,0.00010122941363328701,0.9153062998550597,9.425495085794903e-5
D5,100,4.0,21.294823800880472,16.8097875,0.005164761218972811,0.8888888888888888,0.8445510824999989,0.0001053232873605842,0.8998729418454111,0.00010223154236966267
D5,200,4.0,26.55592663550028,20.28313,0.006044467292219562,0.8888888888888888,0.8358185056250013,0.00011501356943799817,0.880559952753354,0.000114243990358299
D5,400,4.0,31.955197645152268,23.2550975,0.006738350720106544,0.8888888888888888,0.8182681967812515,0.00012841074464072503,0.8561271865304895,0.00012956809082363333
D5,800,4.0,37.426413128332825,26.0251525,0.007331861736274806,0.8888888888888888,0.7965818290703132,0.0001440963256836292,0.8292617313849949,0.00014636903856706724
