# 2017-08-14
# infinite_sites_model
# N_list="[25,50,100,200,400,800,1600,3200,6400]"
# mu_list="[0.025,0.01,0.005,0.0025]"
# ngens=5000
# burn_in=2.0
# dfe=NeutralCulturalEvolution.dfe_neutral
# dfe_str=dfe_neutral
type,N,mu,num_extinct,num_fixed,num_adv_fixed,num_del_fixed,fraction_fixed,ave_extinct_time,ave_fixed_time,ave_extinct_selcoef,ave_fixed_selcoef,ave_all_selcoef,ave_innov_count,stderr_innov_count,ave_heteroz,stderr_heteroz
N2,25,0.025,3078,132,0,0,0.041121495327102804,5.102664067576348,45.15909090909091,1.0,1.0,1.0,6.867632805649144,0.43532906901932167,0.28343578714172996,0.014746298071193348
N2,50,0.025,6238,127,0,0,0.0199528672427337,6.051298493106765,97.40944881889764,1.0,1.0,1.0,11.879107723617789,0.7582517650795306,0.23941519982441112,0.012385990634418914
N2,100,0.025,12752,123,0,0,0.009553398058252427,7.7525094102885825,175.2520325203252,1.0,1.0,1.0,20.22186420409248,1.2789311958434,0.20460745748071069,0.010482668720159877
N2,200,0.025,25581,115,0,0,0.004475404732254047,9.413236386380516,420.2173913043478,1.0,1.0,1.0,35.86113618677043,2.2873795197798628,0.18358435192389383,0.009529836076939567
N2,400,0.025,51435,132,0,0,0.0025597766013147946,10.285389326334208,804.8257575757576,1.0,1.0,1.0,62.95091347561494,3.8214841628325322,0.15899464800959573,0.007921033023894382
N2,800,0.025,101955,110,0,0,0.001077744574535835,10.972017066352803,1448.8909090909092,1.0,1.0,1.0,97.60979710961402,5.972165778360046,0.1294211515940955,0.006312449143820644
N2,1600,0.025,205894,86,0,0,0.0004175162637149238,11.943776894907089,2536.7441860465115,1.0,1.0,1.0,143.3086263386561,9.166137867573603,0.09982025440328149,0.004823072317350575
N2,3200,0.025,409587,32,0,0,7.812137620569358e-5,11.896471323552749,3502.0,1.0,1.0,1.0,124.67388334392574,7.707542828176312,0.05410753558298788,0.0022768689110849263
N2,6400,0.025,819882,4,0,0,4.878727042540061e-6,12.15616271609817,4451.5,1.0,1.0,1.0,104.91090984207904,4.467551211584756,0.028774689708086516,0.0009532630715881174
N2,25,0.01,1171,46,0,0,0.03779786359901397,5.578138343296328,44.32608695652174,1.0,1.0,1.0,6.983665849959165,0.674442646674273,0.2846024967915061,0.02257683540645921
N2,50,0.01,2400,53,0,0,0.02160619649408887,6.23375,94.94339622641509,1.0,1.0,1.0,11.876656829890461,1.1643908855608929,0.241577672185269,0.019951047170564375
N2,100,0.01,5301,50,0,0,0.009344047841524948,7.091114883984154,180.92,1.0,1.0,1.0,20.14859764988421,1.9831531578581478,0.19703856248392115,0.015093023287721375
N2,200,0.01,10282,56,0,0,0.005416908492938673,9.194611943201712,396.2857142857143,1.0,1.0,1.0,36.948848206560385,3.4295384921370586,0.18397359398958882,0.014081155779141387
N2,400,0.01,20755,56,0,0,0.0026908846283215607,10.091929655504698,789.7857142857143,1.0,1.0,1.0,64.70122513658617,6.13455860432155,0.1589518604199803,0.011996837097574979
