# 2017-08-14
# infinite_sites_model
# N_list="[25,50,100,200,400,800,1600,3200,6400]"
# mu_list="[0.025,0.01,0.005,0.0025]"
# ngens=500000
# burn_in=2.0
# dfe=dfe_mixd
# dfe_str=dfe_mixd advprob=0.01 alpha_adv=0.2 alpha_disadv=0.5 theta_adv=0.005 theta_disadv=0.5
# dfe_adv_prob=0.01
# dfe_adv_alpha=0.5
# dfe_adv_theta=0.02
# dfe_disadv_alpha=0.2
# dfe_disadv_theta=0.5
type,N,mu,num_extinct,num_fixed,num_adv_fixed,num_del_fixed,fraction_fixed,ave_extinct_time,ave_fixed_time,ave_extinct_selcoef,ave_fixed_selcoef,ave_all_selcoef,ave_innov_count,stderr_innov_count,ave_heteroz,stderr_heteroz
M1,25,0.025,306460,6260,190,6057,0.02001790739319519,5.183929387195719,48.02907348242812,0.9048208322101493,0.9980835925406788,0.906687757509681,5.2230410902495015,0.04001954557558611,0.22832730307935922,0.0013787504465148372
M1,50,0.025,618115,5582,213,5361,0.008949858665345513,5.967339410951037,97.80705840200645,0.9058432651234746,0.9996257221552561,0.9066826048592034,8.53706457563312,0.06868551772110185,0.18671767159974267,0.0011674445297390971
M1,100,0.025,1244165,4859,354,4503,0.0038902374974379996,6.612430827100907,196.8495575221239,0.9058637569417011,1.0012082335935015,0.9062346695999512,13.907772865678867,0.11905713859390998,0.1529430690013545,0.0010088398835981758
M1,200,0.025,2497618,4555,589,3956,0.0018204176929412954,7.228381601990376,376.10691547749724,0.9063930281999576,1.0030338857306915,0.9065689549268695,23.161880138734936,0.21013776433508483,0.12687827837869656,0.000880807287976824
M1,400,0.025,4994409,4576,1129,3440,0.0009153858233221344,7.747099807004192,676.6796328671329,0.9063367704704602,1.006588844474019,0.9064285397977649,39.098273070229965,0.38261220532264123,0.10651682836226857,0.0007939397460393263
M1,800,0.025,9994338,5092,2071,3012,0.0005092290260544851,8.1731639454259,1089.3077376276512,0.9063720741582612,1.0113216311528854,0.9064255175189548,65.41265353662513,0.6823563789933234,0.08916584035819689,0.0007077752288783802
M1,1600,0.025,19994723,6435,3868,2558,0.0003217313717535755,8.578380705749211,1494.8592074592075,0.9064113881080919,1.0176016307499398,0.9064471614973808,109.20632886071304,1.206634123160056,0.07479478907143318,0.0006245887505543402
M1,3200,0.025,39989894,9961,7765,2190,0.00024902590271889735,8.90320617003886,1769.0211826121874,0.9063678740350235,1.0223279021553369,0.906396751085716,185.4091953387583,2.209182014181635,0.06344411543563655,0.0005713770301227892
M1,6400,0.025,80003774,17410,15569,1837,0.0002175673881556164,9.188327565647091,1814.074267662263,0.9063997411123852,1.0257217862246335,0.9064257016980869,309.35896045243106,3.9521995628058693,0.05333978609913055,0.0005105588299084817
M1,25,0.01,122191,2546,76,2467,0.020410944627496253,5.215662364658608,48.653967007069916,0.9055698563599479,0.9978972215565294,0.9074543450985807,5.252719461888121,0.06320314157767092,0.22908329908831446,0.0021715763879877523
M1,50,0.01,247574,2162,101,2060,0.008657141941890637,5.96252837535444,97.71924144310823,0.9054110483900121,0.9998265923552464,0.9062284171556405,8.397980130801997,0.10617293640406157,0.18500983883229596,0.0018129217258222264
M1,100,0.01,498401,1971,162,1807,0.003939069332416682,6.671407160097993,192.72856418061897,0.9059350888994697,1.0013776969189492,0.9063110439497237,14.004311312789751,0.18679318044371573,0.15369654593005022,0.001590047094385917
M1,200,0.01,998361,1838,231,1605,0.0018376343107721564,7.214942290413989,372.70402611534274,0.9063634564165732,1.00292485044222,0.9065409009473305,23.356290013358016,0.33634469922226096,0.1275100598076979,0.0014087360809760523
M1,400,0.01,2001614,1821,421,1398,0.0009089388974436405,7.759356199546966,683.998352553542,0.9064332648164882,1.0064486134624242,0.9065241726572134,39.16148457896939,0.6005724676616465,0.10679427967388595,0.0012454672954804917
M1,800,0.01,4001298,1999,821,1176,0.0004993384203070619,8.240969055541477,1087.169584792396,0.9065025127609951,1.011464438949918,0.90655492428341,65.36577998780864,1.0762029964318338,0.09003666618399041,0.0011280624432347401
M1,1600,0.01,8003450,2667,1609,1053,0.00033312028789986455,8.568067770773855,1548.1364829396325,0.9063984204544241,1.0172980551964659,0.9064353633726782,112.43687472131474,1.9673297593686199,0.07599535309632782,0.0010083869565195335
M1,3200,0.01,16005728,3926,3082,839,0.0002452270361370708,8.910858974986954,1714.186449312277,0.9064188805323836,1.0229402442396796,0.9064474547210494,183.0343637304545,3.3532597090083787,0.06327422123882569,0.0008886455772967646
M1,6400,0.01,32002687,7043,6260,778,0.0002200268480865037,9.19523776237914,1866.7033934402953,0.9064521276942406,1.0262020043449502,0.9064784758821601,317.229703682305,6.410095145049244,0.05394862639770598,0.0008127067531458387
M1,25,0.005,61256,1314,46,1264,0.021000479463001438,5.221823168342693,48.13394216133942,0.9054067883176451,0.9979581478424713,0.9073504112426194,5.268876789275311,0.08893397498682609,0.228221618517626,0.0030465273519201903
M1,50,0.005,124260,1041,46,994,0.008307994349606149,5.91797843231933,95.20845341018251,0.9053926946098222,0.9997989702430022,0.906177021414351,8.294812338222606,0.14885973063011348,0.18284997123947833,0.00254940040956766
M1,100,0.005,248226,985,69,913,0.003952474007969151,6.7065778766124415,200.3055837563452,0.9063377872993463,1.001011637891983,0.9067119832330486,14.14014031861692,0.2665485544969075,0.1547065641703591,0.002249378014375551
M1,200,0.005,498844,943,117,825,0.0018868037784096024,7.199880122844015,381.16012725344643,0.9058975374892647,1.0025522825143542,0.906079906027378,23.388731504604724,0.47790785547862047,0.12765924336311008,0.0020079972987230347
M1,400,0.005,1000278,917,211,705,0.0009159054929359416,7.705826780155117,681.0577971646674,0.9063465961839747,1.005662397272335,0.9064375600717272,38.51636201816526,0.8307024518159821,0.10554485278478684,0.0017341103056647566
M1,800,0.005,1999320,934,369,565,0.0004669406985312865,8.203316127483344,1105.914346895075,0.9061999534302279,1.0101691854573227,0.906248500896057,64.0524088076743,1.4933195947767086,0.08887019370212126,0.0015671933625446108
M1,1600,0.005,4003139,1352,830,520,0.00033762093609400045,8.533915010195749,1513.6146449704142,0.9064912655956457,1.017157755100594,0.906528628919427,109.52453100215403,2.7191593189080168,0.07473155630181534,0.0013961684938743214
M1,3200,0.005,8006645,1999,1584,414,0.00024960530147175974,8.873019223407557,1678.3091545772886,0.9063827148758339,1.0230206898692145,0.9064118283327438,182.1592727390521,4.890037061065804,0.06270851349050206,0.00125902496424277
M1,6400,0.005,16012545,3474,3058,416,0.00021690783458735906,9.14360521703452,2011.7236614853196,0.9063016149637436,1.0252722423955762,0.9063274206249211,317.29403382183955,8.91660257504645,0.05379602445310459,0.0011374092686282158
M1,25,0.0025,30630,650,19,631,0.02078005115089514,5.155272608553705,49.15538461538461,0.9047349948416115,0.9977566353336355,0.906667989289176,5.2687970419842305,0.1276291768084889,0.22838797621369783,0.004358046564713226
M1,50,0.0025,62021,591,22,569,0.009439085159394366,5.909353283565244,100.61421319796955,0.9045313332401377,0.9997279055149392,0.9054299017927221,8.727964842346942,0.22155987822748427,0.18845565971065348,0.003732793126696827
M1,100,0.0025,124663,575,51,523,0.004591258244302847,6.593311567987294,187.54086956521738,0.906863032038742,1.0016375373665314,0.9072981662676792,14.176201200716731,0.36819677133056955,0.153022200998415,0.0030531467653419765
M1,200,0.0025,249349,452,53,398,0.0018094403144903342,7.229028389927371,385.82522123893807,0.9062414145944637,1.0026098470457312,0.9064157875211858,23.587673196610528,0.695136168599595,0.12700305858469216,0.002822921639125784
M1,400,0.0025,499687,448,100,348,0.0008957581453007688,7.83626550220438,683.5892857142857,0.9063615952172235,1.0065730398154302,0.9064513604349744,39.92433196397475,1.1930158325309508,0.10818048507436599,0.002476019994787827
M1,800,0.0025,1002710,504,224,280,0.0005023853335380089,8.177333426414418,1042.3373015873017,0.9061753873578533,1.01290113937461,0.9062290048103774,64.04869721273717,2.084240172650663,0.0877486192357449,0.002134187152278339
M1,1600,0.0025,2002591,691,418,273,0.0003449339633661162,8.531864968932748,1443.768451519537,0.9062657329948861,1.0185073365396557,0.906304448936052,110.11834044110978,3.8290263766814707,0.07472433713737878,0.0019712258684040458
M1,3200,0.0025,4004793,1021,784,237,0.0002548795325993668,8.881136178574023,1743.5004897159647,0.906233816030748,1.021640197141678,0.9062632307552252,181.73795719125164,6.685604890555231,0.06269869881028617,0.0017543668062825488
M1,6400,0.0025,8009692,1752,1564,188,0.00021868716800616718,9.195434106579878,1905.4914383561643,0.9063698847265512,1.0261759797278547,0.9063960847821776,322.0999321920885,13.10017532891955,0.05466780711693257,0.0016663084488032843
